AGS,Kreis,Kreis_WP,KreisSitz,KreisSitz_WP,Einwohner,Fläche,Karte
01062,Stormarn,/wiki/Kreis_Stormarn,Bad Oldesloe,/wiki/Bad_Oldesloe,244156,766.33,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Schleswig-Holstein_OD.svg/75px-Schleswig-Holstein_OD.svg.png
09278,Straubing-Bogen,/wiki/Landkreis_Straubing-Bogen,Straubing,/wiki/Straubing,101120,1201.94,//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Bavaria_SR_%28district%29.svg/60px-Bavaria_SR_%28district%29.svg.png
07337,Südliche Weinstraße,/wiki/Landkreis_S%C3%BCdliche_Weinstra%C3%9Fe,Landau in der Pfalz,/wiki/Landau_in_der_Pfalz,110521,639.83,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Rhineland-Palatinate_S%C3%9CW.svg/56px-Rhineland-Palatinate_S%C3%9CW.svg.png
07340,Südwestpfalz,/wiki/Landkreis_S%C3%BCdwestpfalz,Pirmasens,/wiki/Pirmasens,94831,953.65,//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Rhineland-Palatinate_PS_%28rural%29.svg/56px-Rhineland-Palatinate_PS_%28rural%29.svg.png
12072,Teltow-Fläming,/wiki/Landkreis_Teltow-Fl%C3%A4ming,Luckenwalde,/wiki/Luckenwalde,169997,2104.19,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Brandenburg_TF.svg/57px-Brandenburg_TF.svg.png
09377,Tirschenreuth,/wiki/Landkreis_Tirschenreuth,Tirschenreuth,/wiki/Tirschenreuth,72046,1084.23,//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Bavaria_TIR.svg/60px-Bavaria_TIR.svg.png
09189,Traunstein,/wiki/Landkreis_Traunstein,Traunstein,/wiki/Traunstein,177319,1534.0,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Bavaria_TS.svg/60px-Bavaria_TS.svg.png
07235,Trier-Saarburg,/wiki/Landkreis_Trier-Saarburg,Trier,/wiki/Trier,149398,1101.49,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Rhineland-Palatinate_TR_%28rural%29.svg/56px-Rhineland-Palatinate_TR_%28rural%29.svg.png
08416,Tübingen,/wiki/Landkreis_T%C3%BCbingen,Tübingen,/wiki/T%C3%BCbingen,228678,519.2,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Baden-W%C3%BCrttemberg_T%C3%9C.svg/55px-Baden-W%C3%BCrttemberg_T%C3%9C.svg.png
08327,Tuttlingen,/wiki/Landkreis_Tuttlingen,Tuttlingen,/wiki/Tuttlingen,140766,734.35,//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Baden-W%C3%BCrttemberg_TUT.svg/55px-Baden-W%C3%BCrttemberg_TUT.svg.png
12073,Uckermark,/wiki/Landkreis_Uckermark,Prenzlau,/wiki/Prenzlau,118947,3076.93,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Brandenburg_UM.svg/57px-Brandenburg_UM.svg.png
03360,Uelzen,/wiki/Landkreis_Uelzen,Uelzen,/wiki/Uelzen,92389,1454.22,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Lower_Saxony_UE.svg/71px-Lower_Saxony_UE.svg.png
05978,Unna,/wiki/Kreis_Unna,Unna,/wiki/Unna,394891,543.21,//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/North_rhine_w_UN.svg/60px-North_rhine_w_UN.svg.png
16064,Unstrut-Hainich-Kreis,/wiki/Unstrut-Hainich-Kreis,Mühlhausen/Thüringen,/wiki/M%C3%BChlhausen/Th%C3%BCringen,102232,979.68,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Thuringia_UH.svg/77px-Thuringia_UH.svg.png
09778,Unterallgäu,/wiki/Landkreis_Unterallg%C3%A4u,Mindelheim,/wiki/Mindelheim,145341,1230.06,//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Bavaria_MN.svg/60px-Bavaria_MN.svg.png
03460,Vechta,/wiki/Landkreis_Vechta,Vechta,/wiki/Vechta,142814,812.63,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Lower_Saxony_VEC.svg/71px-Lower_Saxony_VEC.svg.png
03361,Verden,/wiki/Landkreis_Verden,Verden (Aller),/wiki/Verden_(Aller),137133,787.97,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Lower_Saxony_VER.svg/71px-Lower_Saxony_VER.svg.png
05166,Viersen,/wiki/Kreis_Viersen,Viersen,/wiki/Viersen,298863,563.28,//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/North_rhine_w_VIE.svg/60px-North_rhine_w_VIE.svg.png
06535,Vogelsbergkreis,/wiki/Vogelsbergkreis,Lauterbach (Hessen),/wiki/Lauterbach_(Hessen),105643,1458.99,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Hesse_VB.svg/45px-Hesse_VB.svg.png
14523,Vogtlandkreis,/wiki/Vogtlandkreis,Plauen,/wiki/Plauen,225997,1412.42,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Saxony_V.svg/75px-Saxony_V.svg.png
13075,Vorpommern-Greifswald,/wiki/Landkreis_Vorpommern-Greifswald,Greifswald,/wiki/Greifswald,235623,3929.73,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Mecklenburg-Vorpommern_VG_2011.svg/88px-Mecklenburg-Vorpommern_VG_2011.svg.png
13073,Vorpommern-Rügen,/wiki/Landkreis_Vorpommern-R%C3%BCgen,Stralsund,/wiki/Stralsund,224702,3207.37,//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mecklenburg-Vorpommern_VR_2011.svg/88px-Mecklenburg-Vorpommern_VR_2011.svg.png
07233,Vulkaneifel,/wiki/Landkreis_Vulkaneifel,Daun,/wiki/Daun,60646,911.02,//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Rhineland-Palatinate_DAU.svg/56px-Rhineland-Palatinate_DAU.svg.png
06635,Waldeck-Frankenberg,/wiki/Landkreis_Waldeck-Frankenberg,Korbach,/wiki/Korbach,156406,1848.44,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Hesse_KB.svg/45px-Hesse_KB.svg.png
08337,Waldshut,/wiki/Landkreis_Waldshut,Waldshut-Tiengen,/wiki/Waldshut-Tiengen,171003,1131.15,//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Baden-W%C3%BCrttemberg_WT.svg/55px-Baden-W%C3%BCrttemberg_WT.svg.png
05570,Warendorf,/wiki/Kreis_Warendorf,Warendorf,/wiki/Warendorf,277840,1319.41,//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/North_rhine_w_WAF.svg/60px-North_rhine_w_WAF.svg.png
16063,Wartburgkreis,/wiki/Wartburgkreis,Bad Salzungen,/wiki/Bad_Salzungen,118974,1266.96,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Thuringia_WAK.svg/77px-Thuringia_WAK.svg.png
09190,Weilheim-Schongau,/wiki/Landkreis_Weilheim-Schongau,Weilheim in Oberbayern,/wiki/Weilheim_in_Oberbayern,135478,966.37,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Bavaria_WM.svg/60px-Bavaria_WM.svg.png
16071,Weimarer Land,/wiki/Landkreis_Weimarer_Land,Apolda,/wiki/Apolda,82156,804.48,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Thuringia_AP.svg/77px-Thuringia_AP.svg.png
09577,Weißenburg-Gunzenhausen,/wiki/Landkreis_Wei%C3%9Fenburg-Gunzenhausen,Weißenburg in Bayern,/wiki/Wei%C3%9Fenburg_in_Bayern,94734,970.91,//upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Bavaria_WUG.svg/60px-Bavaria_WUG.svg.png
06636,Werra-Meißner-Kreis,/wiki/Werra-Mei%C3%9Fner-Kreis,Eschwege,/wiki/Eschwege,100629,1024.7,//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Hesse_ESW.svg/45px-Hesse_ESW.svg.png
05170,Wesel,/wiki/Kreis_Wesel,Wesel,/wiki/Wesel,459976,1042.8,//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/North_rhine_w_WES.svg/60px-North_rhine_w_WES.svg.png
03461,Wesermarsch,/wiki/Landkreis_Wesermarsch,Brake (Unterweser),/wiki/Brake_(Unterweser),88583,822.01,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Lower_Saxony_BRA.svg/71px-Lower_Saxony_BRA.svg.png
07143,Westerwaldkreis,/wiki/Westerwaldkreis,Montabaur,/wiki/Montabaur,201904,988.95,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Rhineland-Palatinate_WW.svg/56px-Rhineland-Palatinate_WW.svg.png
06440,Wetteraukreis,/wiki/Wetteraukreis,Friedberg (Hessen),/wiki/Friedberg_(Hessen),308339,1100.69,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hesse_FB.svg/45px-Hesse_FB.svg.png
15091,Wittenberg,/wiki/Landkreis_Wittenberg,Lutherstadt Wittenberg,/wiki/Lutherstadt_Wittenberg,124953,1930.31,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Saxony-Anhalt_WB.svg/45px-Saxony-Anhalt_WB.svg.png
03462,Wittmund,/wiki/Landkreis_Wittmund,Wittmund,/wiki/Wittmund,56926,656.64,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Lower_Saxony_WTM.svg/71px-Lower_Saxony_WTM.svg.png
03158,Wolfenbüttel,/wiki/Landkreis_Wolfenb%C3%BCttel,Wolfenbüttel,/wiki/Wolfenb%C3%BCttel,119622,722.56,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Lower_Saxony_WF.svg/71px-Lower_Saxony_WF.svg.png
09479,Wunsiedel im Fichtelgebirge,/wiki/Landkreis_Wunsiedel_im_Fichtelgebirge,Wunsiedel,/wiki/Wunsiedel,72655,606.43,//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Bavaria_WUN.svg/60px-Bavaria_WUN.svg.png
09679,Würzburg,/wiki/Landkreis_W%C3%BCrzburg,Würzburg,/wiki/W%C3%BCrzburg,162302,968.4,//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Bavaria_W%C3%9C_%28district%29.svg/60px-Bavaria_W%C3%9C_%28district%29.svg.png
08417,Zollernalbkreis,/wiki/Zollernalbkreis,Balingen,/wiki/Balingen,189363,917.72,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Baden-W%C3%BCrttemberg_BL.svg/55px-Baden-W%C3%BCrttemberg_BL.svg.png
14524,Zwickau,/wiki/Landkreis_Zwickau,Zwickau,/wiki/Zwickau,315002,949.78,//upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Saxony_Z.svg/75px-Saxony_Z.svg.png
