AGS,Kreis,Kreis_WP,KreisSitz,KreisSitz_WP,Einwohner,Fläche,Karte
15087,Mansfeld-Südharz,/wiki/Landkreis_Mansfeld-S%C3%BCdharz,Sangerhausen,/wiki/Sangerhausen,134942,1448.84,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Saxony-Anhalt_MSH.svg/45px-Saxony-Anhalt_MSH.svg.png
06534,Marburg-Biedenkopf,/wiki/Landkreis_Marburg-Biedenkopf,Marburg,/wiki/Marburg,247084,1262.55,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Hesse_MR.svg/45px-Hesse_MR.svg.png
05962,Märkischer Kreis,/wiki/M%C3%A4rkischer_Kreis,Lüdenscheid,/wiki/L%C3%BCdenscheid,410222,1061.06,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/North_rhine_w_MK.svg/60px-North_rhine_w_MK.svg.png
12064,Märkisch-Oderland,/wiki/Landkreis_M%C3%A4rkisch-Oderland,Seelow,/wiki/Seelow,195751,2158.67,//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Brandenburg_MOL.svg/57px-Brandenburg_MOL.svg.png
07137,Mayen-Koblenz,/wiki/Landkreis_Mayen-Koblenz,Koblenz,/wiki/Koblenz,214434,817.25,//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Rhineland-Palatinate_MYK.svg/56px-Rhineland-Palatinate_MYK.svg.png
13071,Mecklenburgische Seenplatte,/wiki/Landkreis_Mecklenburgische_Seenplatte,Neubrandenburg,/wiki/Neubrandenburg,258074,5470.35,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Mecklenburg-Vorpommern_NB_2011.svg/88px-Mecklenburg-Vorpommern_NB_2011.svg.png
14627,Meißen,/wiki/Landkreis_Mei%C3%9Fen,Meißen,/wiki/Mei%C3%9Fen,241717,1454.59,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Saxony_MEI.svg/75px-Saxony_MEI.svg.png
10042,Merzig-Wadern,/wiki/Landkreis_Merzig-Wadern,Merzig,/wiki/Merzig,103243,555.17,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Saarland_MZG.svg/71px-Saarland_MZG.svg.png
05158,Mettmann,/wiki/Kreis_Mettmann,Mettmann,/wiki/Mettmann,485570,407.22,//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/North_rhine_w_ME.svg/60px-North_rhine_w_ME.svg.png
09182,Miesbach,/wiki/Landkreis_Miesbach,Miesbach,/wiki/Miesbach,100010,866.23,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Bavaria_MB.svg/60px-Bavaria_MB.svg.png
09676,Miltenberg,/wiki/Landkreis_Miltenberg,Miltenberg,/wiki/Miltenberg,128743,715.86,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bavaria_MIL.svg/60px-Bavaria_MIL.svg.png
05770,Minden-Lübbecke,/wiki/Kreis_Minden-L%C3%BCbbecke,Minden,/wiki/Minden,310409,1152.41,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/North_rhine_w_MI.svg/60px-North_rhine_w_MI.svg.png
14522,Mittelsachsen,/wiki/Landkreis_Mittelsachsen,Freiberg,/wiki/Freiberg,304099,2116.85,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Saxony_FG.svg/75px-Saxony_FG.svg.png
09183,Mühldorf am Inn,/wiki/Landkreis_M%C3%BChldorf_am_Inn,Mühldorf am Inn,/wiki/M%C3%BChldorf_am_Inn,115872,805.31,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Bavaria_M%C3%9C.svg/60px-Bavaria_M%C3%9C.svg.png
09184,München,/wiki/Landkreis_M%C3%BCnchen,München,/wiki/M%C3%BCnchen,350473,664.25,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bavaria_M_%28district%29.svg/60px-Bavaria_M_%28district%29.svg.png
08225,Neckar-Odenwald-Kreis,/wiki/Neckar-Odenwald-Kreis,Mosbach,/wiki/Mosbach,143633,1126.24,//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Baden-W%C3%BCrttemberg_MOS.svg/55px-Baden-W%C3%BCrttemberg_MOS.svg.png
09775,Neu-Ulm,/wiki/Landkreis_Neu-Ulm,Neu-Ulm,/wiki/Neu-Ulm,175204,515.86,//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Bavaria_NU.svg/60px-Bavaria_NU.svg.png
09185,Neuburg-Schrobenhausen,/wiki/Landkreis_Neuburg-Schrobenhausen,Neuburg an der Donau,/wiki/Neuburg_an_der_Donau,97303,739.81,//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Bavaria_ND.svg/60px-Bavaria_ND.svg.png
09373,Neumarkt in der Oberpfalz,/wiki/Landkreis_Neumarkt_in_der_Oberpfalz,Neumarkt in der Oberpfalz,/wiki/Neumarkt_in_der_Oberpfalz,134573,1344.11,//upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Bavaria_NM.svg/60px-Bavaria_NM.svg.png
10043,Neunkirchen,/wiki/Landkreis_Neunkirchen,Ottweiler,/wiki/Ottweiler,131408,249.24,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Saarland_NK.svg/71px-Saarland_NK.svg.png
09575,Neustadt an der Aisch-Bad Windsheim,/wiki/Landkreis_Neustadt_an_der_Aisch-Bad_Windsheim,Neustadt an der Aisch,/wiki/Neustadt_an_der_Aisch,101014,1267.56,//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Bavaria_NEA.svg/60px-Bavaria_NEA.svg.png
09374,Neustadt an der Waldnaab,/wiki/Landkreis_Neustadt_an_der_Waldnaab,Neustadt an der Waldnaab,/wiki/Neustadt_an_der_Waldnaab,94450,1427.67,//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Bavaria_NEW.svg/60px-Bavaria_NEW.svg.png
07138,Neuwied,/wiki/Landkreis_Neuwied,Neuwied,/wiki/Neuwied,182811,626.9,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Rhineland-Palatinate_NR.svg/56px-Rhineland-Palatinate_NR.svg.png
03256,Nienburg/Weser,/wiki/Landkreis_Nienburg/Weser,Nienburg/Weser,/wiki/Nienburg/Weser,121390,1398.97,//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Lower_Saxony_NI.svg/71px-Lower_Saxony_NI.svg.png
01054,Nordfriesland,/wiki/Kreis_Nordfriesland,Husum,/wiki/Husum,165951,2082.96,//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Schleswig-Holstein_NF.svg/75px-Schleswig-Holstein_NF.svg.png
16062,Nordhausen,/wiki/Landkreis_Nordhausen,Nordhausen,/wiki/Nordhausen,83416,713.9,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Thuringia_NDH.svg/77px-Thuringia_NDH.svg.png
14730,Nordsachsen,/wiki/Landkreis_Nordsachsen,Torgau,/wiki/Torgau,197741,2028.56,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Saxony_TDO.svg/75px-Saxony_TDO.svg.png
13074,Nordwestmecklenburg,/wiki/Landkreis_Nordwestmecklenburg,Wismar,/wiki/Wismar,157322,2118.51,//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Mecklenburg-Vorpommern_NWM.svg/88px-Mecklenburg-Vorpommern_NWM.svg.png
03155,Northeim,/wiki/Landkreis_Northeim,Northeim,/wiki/Northeim,132285,1267.08,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Lower_Saxony_NOM.svg/71px-Lower_Saxony_NOM.svg.png
09574,Nürnberger Land,/wiki/Landkreis_N%C3%BCrnberger_Land,Lauf an der Pegnitz,/wiki/Lauf_an_der_Pegnitz,170792,799.57,//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Bavaria_LAU.svg/60px-Bavaria_LAU.svg.png
09780,Oberallgäu,/wiki/Landkreis_Oberallg%C3%A4u,Sonthofen,/wiki/Sonthofen,156008,1528.0,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Bavaria_OA.svg/60px-Bavaria_OA.svg.png
05374,Oberbergischer Kreis,/wiki/Oberbergischer_Kreis,Gummersbach,/wiki/Gummersbach,272057,918.84,//upload.wikimedia.org/wikipedia/commons/thumb/7/79/North_rhine_w_GM.svg/60px-North_rhine_w_GM.svg.png
12065,Oberhavel,/wiki/Landkreis_Oberhavel,Oranienburg,/wiki/Oranienburg,212914,1808.18,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Brandenburg_OHV.svg/57px-Brandenburg_OHV.svg.png
12066,Oberspreewald-Lausitz,/wiki/Landkreis_Oberspreewald-Lausitz,Senftenberg,/wiki/Senftenberg,109371,1223.08,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Brandenburg_OSL.svg/57px-Brandenburg_OSL.svg.png
06437,Odenwaldkreis,/wiki/Odenwaldkreis,Erbach,/wiki/Erbach_(Odenwald),96703,623.98,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Hesse_ERB.svg/45px-Hesse_ERB.svg.png
12067,Oder-Spree,/wiki/Landkreis_Oder-Spree,Beeskow,/wiki/Beeskow,178803,2256.78,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Brandenburg_LOS.svg/57px-Brandenburg_LOS.svg.png
06438,Offenbach,/wiki/Landkreis_Offenbach,Dietzenbach,/wiki/Dietzenbach,355813,356.3,//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Hesse_OF%28district%29.svg/45px-Hesse_OF%28district%29.svg.png
03458,Oldenburg,/wiki/Landkreis_Oldenburg,Wildeshausen,/wiki/Wildeshausen,130890,1063.16,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lower_Saxony_OL_%28Lkr%29.svg/71px-Lower_Saxony_OL_%28Lkr%29.svg.png
05966,Olpe,/wiki/Kreis_Olpe,Olpe,/wiki/Olpe,133955,712.14,//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/North_rhine_w_OE.svg/60px-North_rhine_w_OE.svg.png
08317,Ortenaukreis,/wiki/Ortenaukreis,Offenburg,/wiki/Offenburg,430953,1860.81,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Baden-W%C3%BCrttemberg_OG.svg/55px-Baden-W%C3%BCrttemberg_OG.svg.png
03459,Osnabrück,/wiki/Landkreis_Osnabr%C3%BCck,Osnabrück,/wiki/Osnabr%C3%BCck,358080,2121.63,//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Lower_Saxony_OS_%28Lkr%29.svg/71px-Lower_Saxony_OS_%28Lkr%29.svg.png
08136,Ostalbkreis,/wiki/Ostalbkreis,Aalen,/wiki/Aalen,314025,1511.54,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Baden-W%C3%BCrttemberg_AA.svg/55px-Baden-W%C3%BCrttemberg_AA.svg.png
09777,Ostallgäu,/wiki/Landkreis_Ostallg%C3%A4u,Marktoberdorf,/wiki/Marktoberdorf,141182,1394.91,//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bavaria_OAL.svg/60px-Bavaria_OAL.svg.png
03356,Osterholz,/wiki/Landkreis_Osterholz,Osterholz-Scharmbeck,/wiki/Osterholz-Scharmbeck,113928,650.81,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Lower_Saxony_OHZ.svg/71px-Lower_Saxony_OHZ.svg.png
01055,Ostholstein,/wiki/Kreis_Ostholstein,Eutin,/wiki/Eutin,200539,1392.55,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Schleswig-Holstein_OH.svg/75px-Schleswig-Holstein_OH.svg.png
12068,Ostprignitz-Ruppin,/wiki/Landkreis_Ostprignitz-Ruppin,Neuruppin,/wiki/Neuruppin,98861,2526.55,//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Brandenburg_OPR.svg/57px-Brandenburg_OPR.svg.png
05774,Paderborn,/wiki/Kreis_Paderborn,Paderborn,/wiki/Paderborn,307839,1246.8,//upload.wikimedia.org/wikipedia/commons/thumb/d/da/North_rhine_w_PB.svg/60px-North_rhine_w_PB.svg.png
09275,Passau,/wiki/Landkreis_Passau,Passau,/wiki/Passau,192656,1530.29,//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Bavaria_PA_%28district%29.svg/60px-Bavaria_PA_%28district%29.svg.png
03157,Peine,/wiki/Landkreis_Peine,Peine,/wiki/Peine,134801,534.97,//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Lower_Saxony_PE.svg/71px-Lower_Saxony_PE.svg.png
09186,Pfaffenhofen an der Ilm,/wiki/Landkreis_Pfaffenhofen_an_der_Ilm,Pfaffenhofen an der Ilm,/wiki/Pfaffenhofen_an_der_Ilm,128227,761.14,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Bavaria_PAF.svg/60px-Bavaria_PAF.svg.png
01056,Pinneberg,/wiki/Kreis_Pinneberg,Pinneberg,/wiki/Pinneberg,316103,664.28,//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Schleswig-Holstein_PI.svg/75px-Schleswig-Holstein_PI.svg.png
01057,Plön,/wiki/Kreis_Pl%C3%B6n,Plön,/wiki/Pl%C3%B6n,128686,1083.17,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Schleswig-Holstein_PL%C3%96.svg/75px-Schleswig-Holstein_PL%C3%96.svg.png
12069,Potsdam-Mittelmark,/wiki/Landkreis_Potsdam-Mittelmark,Bad Belzig,/wiki/Bad_Belzig,216566,2591.61,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Brandenburg_PM.svg/57px-Brandenburg_PM.svg.png
12070,Prignitz,/wiki/Landkreis_Prignitz,Perleberg,/wiki/Perleberg,76158,2138.61,//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Brandenburg_PR.svg/57px-Brandenburg_PR.svg.png
08216,Rastatt,/wiki/Landkreis_Rastatt,Rastatt,/wiki/Rastatt,231420,738.75,//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Baden-W%C3%BCrttemberg_RA.svg/55px-Baden-W%C3%BCrttemberg_RA.svg.png
08436,Ravensburg,/wiki/Landkreis_Ravensburg,Ravensburg,/wiki/Ravensburg,285424,1632.08,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Baden-W%C3%BCrttemberg_RV.svg/55px-Baden-W%C3%BCrttemberg_RV.svg.png
05562,Recklinghausen,/wiki/Kreis_Recklinghausen,Recklinghausen,/wiki/Recklinghausen,614137,761.31,//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/North_rhine_w_RE.svg/60px-North_rhine_w_RE.svg.png
09276,Regen,/wiki/Landkreis_Regen,Regen,/wiki/Regen_(Stadt),77410,974.92,//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Bavaria_REG.svg/60px-Bavaria_REG.svg.png
09375,Regensburg,/wiki/Landkreis_Regensburg,Regensburg,/wiki/Regensburg,194070,1391.9,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Bavaria_R_%28district%29.svg/60px-Bavaria_R_%28district%29.svg.png
08119,Rems-Murr-Kreis,/wiki/Rems-Murr-Kreis,Waiblingen,/wiki/Waiblingen,427248,858.13,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Baden-W%C3%BCrttemberg_WN.svg/55px-Baden-W%C3%BCrttemberg_WN.svg.png
01058,Rendsburg-Eckernförde,/wiki/Kreis_Rendsburg-Eckernf%C3%B6rde,Rendsburg,/wiki/Rendsburg,274098,2189.17,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Schleswig-Holstein_RD.svg/75px-Schleswig-Holstein_RD.svg.png
08415,Reutlingen,/wiki/Landkreis_Reutlingen,Reutlingen,/wiki/Reutlingen,287034,1092.74,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Baden-W%C3%BCrttemberg_RT.svg/55px-Baden-W%C3%BCrttemberg_RT.svg.png
05362,Rhein-Erft-Kreis,/wiki/Rhein-Erft-Kreis,Bergheim,/wiki/Bergheim,470615,704.71,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/North_rhine_w_BM.svg/60px-North_rhine_w_BM.svg.png
06439,Rheingau-Taunus-Kreis,/wiki/Rheingau-Taunus-Kreis,Bad Schwalbach,/wiki/Bad_Schwalbach,187160,811.48,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Hesse_R%C3%9CD.svg/45px-Hesse_R%C3%9CD.svg.png
07140,Rhein-Hunsrück-Kreis,/wiki/Rhein-Hunsr%C3%BCck-Kreis,Simmern/Hunsrück,/wiki/Simmern/Hunsr%C3%BCck,103163,991.12,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Rhineland-Palatinate_SIM.svg/56px-Rhineland-Palatinate_SIM.svg.png
05378,Rheinisch-Bergischer Kreis,/wiki/Rheinisch-Bergischer_Kreis,Bergisch Gladbach,/wiki/Bergisch_Gladbach,283271,437.32,//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/North_rhine_w_GL.svg/60px-North_rhine_w_GL.svg.png
05162,Rhein-Kreis Neuss,/wiki/Rhein-Kreis_Neuss,Neuss,/wiki/Neuss,451730,576.52,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/North_rhine_w_NE.svg/60px-North_rhine_w_NE.svg.png
07141,Rhein-Lahn-Kreis,/wiki/Rhein-Lahn-Kreis,Bad Ems,/wiki/Bad_Ems,122297,782.29,//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Rhineland-Palatinate_EMS.svg/56px-Rhineland-Palatinate_EMS.svg.png
08226,Rhein-Neckar-Kreis,/wiki/Rhein-Neckar-Kreis,Heidelberg,/wiki/Heidelberg,548355,1061.7,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Baden-W%C3%BCrttemberg_HD_%28district%29.svg/55px-Baden-W%C3%BCrttemberg_HD_%28district%29.svg.png
07338,Rhein-Pfalz-Kreis,/wiki/Rhein-Pfalz-Kreis,Ludwigshafen am Rhein,/wiki/Ludwigshafen_am_Rhein,154609,304.92,//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Rhineland-Palatinate_RP.svg/56px-Rhineland-Palatinate_RP.svg.png
05382,Rhein-Sieg-Kreis,/wiki/Rhein-Sieg-Kreis,Siegburg,/wiki/Siegburg,600764,1153.21,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/North_rhine_w_SU.svg/60px-North_rhine_w_SU.svg.png
09673,Rhön-Grabfeld,/wiki/Landkreis_Rh%C3%B6n-Grabfeld,Bad Neustadt an der Saale,/wiki/Bad_Neustadt_an_der_Saale,79635,1021.77,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Bavaria_NES.svg/60px-Bavaria_NES.svg.png
09187,Rosenheim,/wiki/Landkreis_Rosenheim,Rosenheim,/wiki/Rosenheim,261330,1439.54,//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Bavaria_RO_%28district%29.svg/60px-Bavaria_RO_%28district%29.svg.png
13072,Rostock,/wiki/Landkreis_Rostock,Güstrow,/wiki/G%C3%BCstrow,215794,3422.51,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Mecklenburg-Vorpommern_LRO_2011.svg/88px-Mecklenburg-Vorpommern_LRO_2011.svg.png
03357,Rotenburg (Wümme),/wiki/Landkreis_Rotenburg_(W%C3%BCmme),Rotenburg (Wümme),/wiki/Rotenburg_(W%C3%BCmme),163782,2070.45,//upload.wikimedia.org/wikipedia/commons/thumb/3/30/Lower_Saxony_ROW.svg/71px-Lower_Saxony_ROW.svg.png
09576,Roth,/wiki/Landkreis_Roth,Roth,/wiki/Roth,126749,895.39,//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Bavaria_RH.svg/60px-Bavaria_RH.svg.png
09277,Rottal-Inn,/wiki/Landkreis_Rottal-Inn,Pfarrkirchen,/wiki/Pfarrkirchen,121502,1281.42,//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Bavaria_PAN.svg/60px-Bavaria_PAN.svg.png
08325,Rottweil,/wiki/Landkreis_Rottweil,Rottweil,/wiki/Rottweil,139878,769.4,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Baden-W%C3%BCrttemberg_RW.svg/55px-Baden-W%C3%BCrttemberg_RW.svg.png
16074,Saale-Holzland-Kreis,/wiki/Saale-Holzland-Kreis,Eisenberg,/wiki/Eisenberg_(Th%C3%BCringen),82950,815.24,//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Thuringia_SHK.svg/77px-Thuringia_SHK.svg.png
15088,Saalekreis,/wiki/Saalekreis,Merseburg,/wiki/Merseburg,183815,1433.67,//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Saxony-Anhalt_SK.svg/45px-Saxony-Anhalt_SK.svg.png
16075,Saale-Orla-Kreis,/wiki/Saale-Orla-Kreis,Schleiz,/wiki/Schleiz,80312,1151.3,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Thuringia_SOK.svg/77px-Thuringia_SOK.svg.png
16073,Saalfeld-Rudolstadt,/wiki/Landkreis_Saalfeld-Rudolstadt,Saalfeld/Saale,/wiki/Saalfeld/Saale,103199,1008.79,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Thuringia_SLF.svg/77px-Thuringia_SLF.svg.png
10041,"Saarbrücken, Regionalverband",/wiki/Regionalverband_Saarbr%C3%BCcken,Saarbrücken,/wiki/Saarbr%C3%BCcken,328714,410.64,//upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Saarland_SB.svg/71px-Saarland_SB.svg.png
10044,Saarlouis,/wiki/Landkreis_Saarlouis,Saarlouis,/wiki/Saarlouis,194319,459.05,//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Saarland_SLS.svg/71px-Saarland_SLS.svg.png
10045,Saarpfalz-Kreis,/wiki/Saarpfalz-Kreis,Homburg,/wiki/Homburg,142196,418.4,//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Saarland_HOM.svg/71px-Saarland_HOM.svg.png
14628,Sächsische Schweiz-Osterzgebirge,/wiki/Landkreis_S%C3%A4chsische_Schweiz-Osterzgebirge,Pirna,/wiki/Pirna,245586,1654.19,//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Saxony_PIR.svg/75px-Saxony_PIR.svg.png
15089,Salzlandkreis,/wiki/Salzlandkreis,Bernburg (Saale),/wiki/Bernburg_(Saale),189125,1426.76,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Saxony-Anhalt_SLK.svg/45px-Saxony-Anhalt_SLK.svg.png
03257,Schaumburg,/wiki/Landkreis_Schaumburg,Stadthagen,/wiki/Stadthagen,157820,675.57,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Lower_Saxony_SHG.svg/71px-Lower_Saxony_SHG.svg.png
01059,Schleswig-Flensburg,/wiki/Kreis_Schleswig-Flensburg,Schleswig,/wiki/Schleswig,201156,2071.14,//upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Schleswig-Holstein_SL.svg/75px-Schleswig-Holstein_SL.svg.png
16066,Schmalkalden-Meiningen,/wiki/Landkreis_Schmalkalden-Meiningen,Meiningen,/wiki/Meiningen,124916,1251.21,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Thuringia_SM.svg/77px-Thuringia_SM.svg.png
06634,Schwalm-Eder-Kreis,/wiki/Schwalm-Eder-Kreis,Homberg (Efze),/wiki/Homberg_(Efze),179673,1538.51,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Hesse_HR.svg/45px-Hesse_HR.svg.png
09376,Schwandorf,/wiki/Landkreis_Schwandorf,Schwandorf,/wiki/Schwandorf,147872,1464.97,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Bavaria_SAD.svg/60px-Bavaria_SAD.svg.png
08326,Schwarzwald-Baar-Kreis,/wiki/Schwarzwald-Baar-Kreis,Villingen-Schwenningen,/wiki/Villingen-Schwenningen,212506,1025.27,//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Baden-W%C3%BCrttemberg_VS.svg/55px-Baden-W%C3%BCrttemberg_VS.svg.png
08127,Schwäbisch Hall,/wiki/Landkreis_Schw%C3%A4bisch_Hall,Schwäbisch Hall,/wiki/Schw%C3%A4bisch_Hall,196761,1483.97,//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Baden-W%C3%BCrttemberg_SHA.svg/55px-Baden-W%C3%BCrttemberg_SHA.svg.png
09678,Schweinfurt,/wiki/Landkreis_Schweinfurt,Schweinfurt,/wiki/Schweinfurt,115445,841.46,//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Bavaria_SW_%28district%29.svg/60px-Bavaria_SW_%28district%29.svg.png
01060,Segeberg,/wiki/Kreis_Segeberg,Bad Segeberg,/wiki/Bad_Segeberg,277175,1344.39,//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Schleswig-Holstein_SE.svg/75px-Schleswig-Holstein_SE.svg.png
05970,Siegen-Wittgenstein,/wiki/Kreis_Siegen-Wittgenstein,Siegen,/wiki/Siegen,276944,1132.89,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/North_rhine_w_SI.svg/60px-North_rhine_w_SI.svg.png
08437,Sigmaringen,/wiki/Landkreis_Sigmaringen,Sigmaringen,/wiki/Sigmaringen,130849,1204.0,//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Baden-W%C3%BCrttemberg_SIG.svg/55px-Baden-W%C3%BCrttemberg_SIG.svg.png
05974,Soest,/wiki/Kreis_Soest,Soest,/wiki/Soest,301785,1328.63,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/North_rhine_w_SO.svg/60px-North_rhine_w_SO.svg.png
16068,Sömmerda,/wiki/Landkreis_S%C3%B6mmerda,Sömmerda,/wiki/S%C3%B6mmerda,69427,806.85,//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Thuringia_S%C3%96M.svg/77px-Thuringia_S%C3%96M.svg.png
16072,Sonneberg,/wiki/Landkreis_Sonneberg,Sonneberg,/wiki/Sonneberg,57717,460.85,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Thuringia_SON.svg/77px-Thuringia_SON.svg.png
12071,Spree-Neiße,/wiki/Landkreis_Spree-Nei%C3%9Fe,Forst (Lausitz),/wiki/Forst_(Lausitz),113720,1657.45,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Brandenburg_SPN.svg/57px-Brandenburg_SPN.svg.png
10046,St. Wendel,/wiki/Landkreis_St._Wendel,St. Wendel,/wiki/St._Wendel,87007,476.22,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Saarland_WND.svg/71px-Saarland_WND.svg.png
03359,Stade,/wiki/Landkreis_Stade,Stade,/wiki/Stade,204512,1266.02,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Lower_Saxony_STD.svg/71px-Lower_Saxony_STD.svg.png
09188,Starnberg,/wiki/Landkreis_Starnberg,Starnberg,/wiki/Starnberg,136667,487.71,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Bavaria_STA.svg/60px-Bavaria_STA.svg.png
01061,Steinburg,/wiki/Kreis_Steinburg,Itzehoe,/wiki/Itzehoe,131013,1056.13,//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Schleswig-Holstein_IZ.svg/75px-Schleswig-Holstein_IZ.svg.png
05566,Steinfurt,/wiki/Kreis_Steinfurt,Steinfurt,/wiki/Steinfurt,448220,1795.76,//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/North_rhine_w_ST.svg/60px-North_rhine_w_ST.svg.png
15090,Stendal,/wiki/Landkreis_Stendal,Stendal,/wiki/Stendal,111190,2423.16,//upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Saxony-Anhalt_SDL.svg/45px-Saxony-Anhalt_SDL.svg.png
